Dataset,Method,Accuracy,F1_Score,Precision,Recall,N_itters,N_queries
MED Over Sampled,XGBoost - Fine Tuned,0.9254416961130744,0.6661392405063291,0.5084541062801933,0.9655963302752294,20,75
MED Over Sampled,XGBoost - AL - Entropy Uncertainity Sampling,0.9406007067137808,0.7132867132867133,0.5677436872115124,0.9591743119266056,20,75
MED Under Sampled,XGBoost - Fine Tuned,0.9658303886925796,0.7913700107874865,0.7470468431771894,0.8412844036697248,20,75
MED Under Sampled,XGBoost - AL - Entropy Uncertainity Sampling,0.941696113074205,0.5083432657926102,0.7253401360544217,0.3912844036697248,20,75
MED Normal,XGBoost - Fine Tuned,0.926713780918728,0.6717315606204495,0.5128081198646689,0.973394495412844,20,75
MED Normal,XGBoost - AL - Entropy Uncertainity Sampling,0.9308480565371025,0.6848123691415687,0.527674360883594,0.9752293577981652,20,75
MED Over Sampled,XGBoost - Fine Tuned,0.9254416961130744,0.6661392405063291,0.5084541062801933,0.9655963302752294,20,75
MED Over Sampled,XGBoost - AL - Marginal Uncertainity Sampling,0.9419081272084806,0.717816683831102,0.5735052111903456,0.9591743119266056,20,75
MED Under Sampled,XGBoost - Fine Tuned,0.9658303886925796,0.7913700107874865,0.7470468431771894,0.8412844036697248,20,75
MED Under Sampled,XGBoost - AL - Marginal Uncertainity Sampling,0.941696113074205,0.5083432657926102,0.7253401360544217,0.3912844036697248,20,75
MED Normal,XGBoost - Fine Tuned,0.926713780918728,0.6717315606204495,0.5128081198646689,0.973394495412844,20,75
MED Normal,XGBoost - AL - Marginal Uncertainity Sampling,0.926713780918728,0.6716276124129196,0.5128143133462283,0.9729357798165138,20,75
MED Over Sampled,XGBoost - Fine Tuned,0.9254416961130744,0.6661392405063291,0.5084541062801933,0.9655963302752294,20,75
MED Over Sampled,XGBoost - AL - Query By Committee,0.922226148409894,0.6566838246763376,0.4975183171826991,0.9655963302752294,20,75
MED Under Sampled,XGBoost - Fine Tuned,0.9658303886925796,0.7913700107874865,0.7470468431771894,0.8412844036697248,20,75
MED Under Sampled,XGBoost - AL - Query By Committee,0.9581272084805652,0.7100562759970639,0.7608809648662821,0.6655963302752294,20,75
MED Normal,XGBoost - Fine Tuned,0.926713780918728,0.6717315606204495,0.5128081198646689,0.973394495412844,20,75
MED Normal,XGBoost - AL - Query By Committee,0.923321554770318,0.6633571206950046,0.5011720581340835,0.9807339449541284,20,75
MED Over Sampled,XGBoost - Fine Tuned,0.9254416961130744,0.6661392405063291,0.5084541062801933,0.9655963302752294,20,75
MED Over Sampled,XGBoost - SSL - Self Training,0.942296819787986,0.7183997240903605,0.5755733628074053,0.9555045871559632,20,75
MED Under Sampled,XGBoost - Fine Tuned,0.9658303886925796,0.7913700107874865,0.7470468431771894,0.8412844036697248,20,75
MED Under Sampled,XGBoost - SSL - Self Training,0.9625088339222616,0.754454987271465,0.7613264829518916,0.7477064220183486,20,75
MED Normal,XGBoost - Fine Tuned,0.926713780918728,0.6717315606204495,0.5128081198646689,0.973394495412844,20,75
MED Normal,XGBoost - SSL - Self Training,0.9263250883392228,0.668363289327183,0.5115656196737278,0.9637614678899082,20,75
MED Over Sampled,XGBoost - Fine Tuned,0.9254416961130744,0.6661392405063291,0.5084541062801933,0.9655963302752294,20,75
MED Over Sampled,XGBoost - SSL - Co Training,0.9150883392226148,0.6366248298805384,0.474847732912249,0.9655963302752294,20,75
MED Under Sampled,XGBoost - Fine Tuned,0.9658303886925796,0.7913700107874865,0.7470468431771894,0.8412844036697248,20,75
MED Under Sampled,XGBoost - SSL - Co Training,0.9635335689045936,0.7684021543985637,0.7521968365553603,0.7853211009174312,20,75
MED Normal,XGBoost - Fine Tuned,0.926713780918728,0.6717315606204495,0.5128081198646689,0.973394495412844,20,75
MED Normal,XGBoost - SSL - Co Training,0.925512367491166,0.6663501107945552,0.5086998550024167,0.9655963302752294,20,75
MED Over Sampled,XGBoost - Fine Tuned,0.9254416961130744,0.6661392405063291,0.5084541062801933,0.9655963302752294,25,60
MED Over Sampled,XGBoost - AL - Entropy Uncertainity Sampling,0.9418374558303888,0.7172792854689111,0.5733113673805601,0.9577981651376148,25,60
MED Under Sampled,XGBoost - Fine Tuned,0.9658303886925796,0.7913700107874865,0.7470468431771894,0.8412844036697248,25,60
MED Under Sampled,XGBoost - AL - Entropy Uncertainity Sampling,0.9373498233215548,0.4771453848422294,0.6680429397192403,0.3711009174311926,25,60
MED Normal,XGBoost - Fine Tuned,0.926713780918728,0.6717315606204495,0.5128081198646689,0.973394495412844,25,60
MED Normal,XGBoost - AL - Entropy Uncertainity Sampling,0.9268197879858656,0.6731892062490137,0.513110416165504,0.978440366972477,25,60
MED Over Sampled,XGBoost - Fine Tuned,0.9254416961130744,0.6661392405063291,0.5084541062801933,0.9655963302752294,25,60
MED Over Sampled,XGBoost - AL - Marginal Uncertainity Sampling,0.9420141342756184,0.71808967531352,0.5740181268882175,0.9587155963302753,25,60
MED Under Sampled,XGBoost - Fine Tuned,0.9658303886925796,0.7913700107874865,0.7470468431771894,0.8412844036697248,25,60
MED Under Sampled,XGBoost - AL - Marginal Uncertainity Sampling,0.9373498233215548,0.4771453848422294,0.6680429397192403,0.3711009174311926,25,60
MED Normal,XGBoost - Fine Tuned,0.926713780918728,0.6717315606204495,0.5128081198646689,0.973394495412844,25,60
MED Normal,XGBoost - AL - Marginal Uncertainity Sampling,0.9267491166077738,0.6720455624110109,0.512919584641391,0.9743119266055046,25,60
MED Over Sampled,XGBoost - Fine Tuned,0.9254416961130744,0.6661392405063291,0.5084541062801933,0.9655963302752294,25,60
MED Over Sampled,XGBoost - AL - Query By Committee,0.9224734982332156,0.6574016239850093,0.498342803030303,0.9655963302752294,25,60
MED Under Sampled,XGBoost - Fine Tuned,0.9658303886925796,0.7913700107874865,0.7470468431771894,0.8412844036697248,25,60
MED Under Sampled,XGBoost - AL - Query By Committee,0.9602473498233216,0.7400046221400508,0.7456916627852818,0.7344036697247707,25,60
MED Normal,XGBoost - Fine Tuned,0.926713780918728,0.6717315606204495,0.5128081198646689,0.973394495412844,25,60
MED Normal,XGBoost - AL - Query By Committee,0.9238162544169612,0.6648009950248757,0.5028222013170273,0.9807339449541284,25,60
MED Over Sampled,XGBoost - Fine Tuned,0.9254416961130744,0.6661392405063291,0.5084541062801933,0.9655963302752294,25,60
MED Over Sampled,XGBoost - SSL - Self Training,0.942296819787986,0.7183997240903605,0.5755733628074053,0.9555045871559632,25,60
MED Under Sampled,XGBoost - Fine Tuned,0.9658303886925796,0.7913700107874865,0.7470468431771894,0.8412844036697248,25,60
MED Under Sampled,XGBoost - SSL - Self Training,0.9662544169611308,0.7898789878987899,0.758985200845666,0.823394495412844,25,60
MED Normal,XGBoost - Fine Tuned,0.926713780918728,0.6717315606204495,0.5128081198646689,0.973394495412844,25,60
MED Normal,XGBoost - SSL - Self Training,0.9260424028268552,0.6678305030947469,0.5105556903664159,0.9651376146788992,25,60
MED Over Sampled,XGBoost - Fine Tuned,0.9254416961130744,0.6661392405063291,0.5084541062801933,0.9655963302752294,25,60
MED Over Sampled,XGBoost - SSL - Co Training,0.9150883392226148,0.6366248298805384,0.474847732912249,0.9655963302752294,25,60
MED Under Sampled,XGBoost - Fine Tuned,0.9658303886925796,0.7913700107874865,0.7470468431771894,0.8412844036697248,25,60
MED Under Sampled,XGBoost - SSL - Co Training,0.9620141342756184,0.7590226406635283,0.7422183252959228,0.7766055045871559,25,60
MED Normal,XGBoost - Fine Tuned,0.926713780918728,0.6717315606204495,0.5128081198646689,0.973394495412844,25,60
MED Normal,XGBoost - SSL - Co Training,0.9254416961130744,0.6661392405063291,0.5084541062801933,0.9655963302752294,25,60
